文章序號,文章標題,關鍵字,TF (本篇次數),DF (幾篇有它),IDF (稀有度),TF-IDF (最終分數)
332,網傳「里鄰長跑出來投開票所違法」是誤導訊息,投票所,23,6,5.3604,0.5208
332,網傳「里鄰長跑出來投開票所違法」是誤導訊息,投票,16,25,4.0482,0.2736
332,網傳「里鄰長跑出來投開票所違法」是誤導訊息,違法,12,18,4.3618,0.2211
332,網傳「里鄰長跑出來投開票所違法」是誤導訊息,干擾,10,10,4.9084,0.2073
332,網傳「里鄰長跑出來投開票所違法」是誤導訊息,里長,8,7,5.2268,0.1766
332,網傳「里鄰長跑出來投開票所違法」是誤導訊息,噪音,7,3,5.92,0.175
332,網傳「里鄰長跑出來投開票所違法」是誤導訊息,拉票,7,3,5.92,0.175
332,網傳「里鄰長跑出來投開票所違法」是誤導訊息,攝影,7,10,4.9084,0.1451
332,網傳「里鄰長跑出來投開票所違法」是誤導訊息,他人,8,20,4.2618,0.144
332,網傳「里鄰長跑出來投開票所違法」是誤導訊息,里鄰長,5,1,6.6131,0.1397
333,網傳「長期唱歌不容易感冒」說法過度誇大,唱歌,26,5,5.5145,0.6712
333,網傳「長期唱歌不容易感冒」說法過度誇大,感冒,11,8,5.1091,0.2631
333,網傳「長期唱歌不容易感冒」說法過度誇大,siga,7,1,6.6131,0.2167
333,網傳「長期唱歌不容易感冒」說法過度誇大,免疫,13,67,3.0868,0.1878
333,網傳「長期唱歌不容易感冒」說法過度誇大,iga,6,1,6.6131,0.1857
333,網傳「長期唱歌不容易感冒」說法過度誇大,免疫力,7,10,4.9084,0.1608
333,網傳「長期唱歌不容易感冒」說法過度誇大,壓力,7,15,4.5337,0.1486
333,網傳「長期唱歌不容易感冒」說法過度誇大,心情,5,5,5.5145,0.1291
333,網傳「長期唱歌不容易感冒」說法過度誇大,黏膜,5,6,5.3604,0.1255
333,網傳「長期唱歌不容易感冒」說法過度誇大,容易,8,74,2.9888,0.1119
334,網傳「韓國瑜談罷免」影片是2020年舊畫面,韓國瑜,20,5,5.5145,0.6645
334,網傳「韓國瑜談罷免」影片是2020年舊畫面,投票,15,25,4.0482,0.3658
334,網傳「韓國瑜談罷免」影片是2020年舊畫面,監票,7,4,5.6968,0.2403
334,網傳「韓國瑜談罷免」影片是2020年舊畫面,罷免,9,19,4.3105,0.2337
334,網傳「韓國瑜談罷免」影片是2020年舊畫面,呼籲,10,53,3.3173,0.1999
334,網傳「韓國瑜談罷免」影片是2020年舊畫面,出來,7,14,4.5982,0.1939
334,網傳「韓國瑜談罷免」影片是2020年舊畫面,2020年,7,37,3.6687,0.1547
334,網傳「韓國瑜談罷免」影片是2020年舊畫面,不要,8,70,3.0436,0.1467
334,網傳「韓國瑜談罷免」影片是2020年舊畫面,罷免案,5,18,4.3618,0.1314
334,網傳「韓國瑜談罷免」影片是2020年舊畫面,造勢,3,1,6.6131,0.1195
335,網傳「香蕉和它一起吃會中毒」說法缺乏科學根據,香蕉,28,3,5.92,0.6613
335,網傳「香蕉和它一起吃會中毒」說法缺乏科學根據,食物,18,43,3.5221,0.2529
335,網傳「香蕉和它一起吃會中毒」說法缺乏科學根據,阿斯匹靈,10,2,6.2077,0.2477
335,網傳「香蕉和它一起吃會中毒」說法缺乏科學根據,一起,12,21,4.2152,0.2018
335,網傳「香蕉和它一起吃會中毒」說法缺乏科學根據,中毒,10,12,4.7413,0.1892
335,網傳「香蕉和它一起吃會中毒」說法缺乏科學根據,哈密瓜,7,1,6.6131,0.1847
335,網傳「香蕉和它一起吃會中毒」說法缺乏科學根據,牛肉,7,4,5.6968,0.1591
335,網傳「香蕉和它一起吃會中毒」說法缺乏科學根據,相剋,6,1,6.6131,0.1583
335,網傳「香蕉和它一起吃會中毒」說法缺乏科學根據,馬鈴薯,7,6,5.3604,0.1497
335,網傳「香蕉和它一起吃會中毒」說法缺乏科學根據,優酪乳,5,1,6.6131,0.1319
336,網傳「駐日代表申請中華民國更名台灣，遭罰7千萬日圓」為虛構訊息,登記,17,18,4.3618,0.3023
336,網傳「駐日代表申請中華民國更名台灣，遭罰7千萬日圓」為虛構訊息,館舍,11,1,6.6131,0.2966
336,網傳「駐日代表申請中華民國更名台灣，遭罰7千萬日圓」為虛構訊息,館產,10,1,6.6131,0.2696
336,網傳「駐日代表申請中華民國更名台灣，遭罰7千萬日圓」為虛構訊息,日本,19,67,3.0868,0.2391
336,網傳「駐日代表申請中華民國更名台灣，遭罰7千萬日圓」為虛構訊息,裁罰,10,4,5.6968,0.2322
336,網傳「駐日代表申請中華民國更名台灣，遭罰7千萬日圓」為虛構訊息,名義,15,39,3.6174,0.2212
336,網傳「駐日代表申請中華民國更名台灣，遭罰7千萬日圓」為虛構訊息,移轉,7,2,6.2077,0.1772
336,網傳「駐日代表申請中華民國更名台灣，遭罰7千萬日圓」為虛構訊息,法人,8,8,5.1091,0.1666
336,網傳「駐日代表申請中華民國更名台灣，遭罰7千萬日圓」為虛構訊息,代表,14,83,2.8755,0.1641
336,網傳「駐日代表申請中華民國更名台灣，遭罰7千萬日圓」為虛構訊息,繳納,8,14,4.5982,0.15
337,網傳「鳥喝了被光電板污染的水立刻暴斃」是AI生成影片,鳥類,8,4,5.6968,0.2892
337,網傳「鳥喝了被光電板污染的水立刻暴斃」是AI生成影片,污染,11,26,4.0104,0.2799
337,網傳「鳥喝了被光電板污染的水立刻暴斃」是AI生成影片,紅水,7,2,6.2077,0.2757
337,網傳「鳥喝了被光電板污染的水立刻暴斃」是AI生成影片,檢驗,8,23,4.1282,0.2096
337,網傳「鳥喝了被光電板污染的水立刻暴斃」是AI生成影片,環境部,7,17,4.4159,0.1962
337,網傳「鳥喝了被光電板污染的水立刻暴斃」是AI生成影片,光電,6,13,4.6672,0.1777
337,網傳「鳥喝了被光電板污染的水立刻暴斃」是AI生成影片,ai,10,108,2.6149,0.1659
337,網傳「鳥喝了被光電板污染的水立刻暴斃」是AI生成影片,倒地,4,2,6.2077,0.1576
337,網傳「鳥喝了被光電板污染的水立刻暴斃」是AI生成影片,檢出,5,11,4.8214,0.153
337,網傳「鳥喝了被光電板污染的水立刻暴斃」是AI生成影片,新庄,4,3,5.92,0.1503
338,網傳「黃仁勳台北私人談話外流」實際為參考媒體報導的虛構場景,黃仁勳,39,7,5.2268,0.6429
338,網傳「黃仁勳台北私人談話外流」實際為參考媒體報導的虛構場景,私人,18,10,4.9084,0.2787
338,網傳「黃仁勳台北私人談話外流」實際為參考媒體報導的虛構場景,談話,20,40,3.5927,0.2266
338,網傳「黃仁勳台北私人談話外流」實際為參考媒體報導的虛構場景,ai,24,108,2.6149,0.1979
338,網傳「黃仁勳台北私人談話外流」實際為參考媒體報導的虛構場景,金融時報,11,4,5.6968,0.1976
338,網傳「黃仁勳台北私人談話外流」實際為參考媒體報導的虛構場景,11月,18,48,3.4145,0.1938
338,網傳「黃仁勳台北私人談話外流」實際為參考媒體報導的虛構場景,中國,28,165,2.1943,0.1938
338,網傳「黃仁勳台北私人談話外流」實際為參考媒體報導的虛構場景,競賽,10,5,5.5145,0.1739
338,網傳「黃仁勳台北私人談話外流」實際為參考媒體報導的虛構場景,贏得,9,4,5.6968,0.1617
338,網傳「黃仁勳台北私人談話外流」實際為參考媒體報導的虛構場景,包廂,7,1,6.6131,0.146
339,網傳中國海警船圍安平港，實為媽祖海巡遶境畫面,海巡,10,4,5.6968,0.3253
339,網傳中國海警船圍安平港，實為媽祖海巡遶境畫面,安平港,8,1,6.6131,0.3021
339,網傳中國海警船圍安平港，實為媽祖海巡遶境畫面,鳳芸宮,8,1,6.6131,0.3021
339,網傳中國海警船圍安平港，實為媽祖海巡遶境畫面,海警船,8,2,6.2077,0.2836
339,網傳中國海警船圍安平港，實為媽祖海巡遶境畫面,媽祖,9,6,5.3604,0.2755
339,網傳中國海警船圍安平港，實為媽祖海巡遶境畫面,遶境,8,3,5.92,0.2704
339,網傳中國海警船圍安平港，實為媽祖海巡遶境畫面,林園,7,1,6.6131,0.2643
339,網傳中國海警船圍安平港，實為媽祖海巡遶境畫面,高雄,11,28,3.939,0.2474
339,網傳中國海警船圍安平港，實為媽祖海巡遶境畫面,中芸,5,1,6.6131,0.1888
339,網傳中國海警船圍安平港，實為媽祖海巡遶境畫面,漁港,5,2,6.2077,0.1772
340,網傳中國網站無法驗證陳玉珍有中國身分,身分證,31,21,4.2152,0.5163
340,網傳中國網站無法驗證陳玉珍有中國身分,陳玉珍,14,1,6.6131,0.3658
340,網傳中國網站無法驗證陳玉珍有中國身分,中國,35,165,2.1943,0.3034
340,網傳中國網站無法驗證陳玉珍有中國身分,身分證號,9,3,5.92,0.2105
340,網傳中國網站無法驗證陳玉珍有中國身分,核驗,7,1,6.6131,0.1829
340,網傳中國網站無法驗證陳玉珍有中國身分,解鎖,7,2,6.2077,0.1717
340,網傳中國網站無法驗證陳玉珍有中國身分,驗證,10,42,3.5451,0.1401
340,網傳中國網站無法驗證陳玉珍有中國身分,查詢,11,64,3.1319,0.1361
340,網傳中國網站無法驗證陳玉珍有中國身分,網站,15,159,2.2311,0.1322
340,網傳中國網站無法驗證陳玉珍有中國身分,付費,6,6,5.3604,0.1271
341,網傳主計長說最快9月普發現金，是假消息,現金,26,18,4.3618,0.5199
341,網傳主計長說最快9月普發現金，是假消息,普發,19,12,4.7413,0.413
341,網傳主計長說最快9月普發現金，是假消息,主計長,12,1,6.6131,0.3638
341,網傳主計長說最快9月普發現金，是假消息,1萬,11,9,5.0037,0.2523
341,網傳主計長說最快9月普發現金，是假消息,陳淑姿,5,1,6.6131,0.1516
341,網傳主計長說最快9月普發現金，是假消息,9月,11,75,2.9755,0.1501
341,網傳主計長說最快9月普發現金，是假消息,主計,6,7,5.2268,0.1438
341,網傳主計長說最快9月普發現金，是假消息,總處,6,7,5.2268,0.1438
341,網傳主計長說最快9月普發現金，是假消息,條例,8,39,3.6174,0.1327
341,網傳主計長說最快9月普發現金，是假消息,領到,5,7,5.2268,0.1198
342,網傳俄烏2月23日簽訂停戰協議是虛構訊息,停戰,14,2,6.2077,0.4584
342,網傳俄烏2月23日簽訂停戰協議是虛構訊息,協議,21,31,3.8405,0.4254
342,網傳俄烏2月23日簽訂停戰協議是虛構訊息,烏克蘭,13,24,4.0874,0.2803
342,網傳俄烏2月23日簽訂停戰協議是虛構訊息,基輔,10,7,5.2268,0.2757
342,網傳俄烏2月23日簽訂停戰協議是虛構訊息,簽署,11,23,4.1282,0.2395
342,網傳俄烏2月23日簽訂停戰協議是虛構訊息,俄羅斯,10,25,4.0482,0.2135
342,網傳俄烏2月23日簽訂停戰協議是虛構訊息,澤倫斯基,8,9,5.0037,0.2111
342,網傳俄烏2月23日簽訂停戰協議是虛構訊息,戰爭,7,37,3.6687,0.1355
342,網傳俄烏2月23日簽訂停戰協議是虛構訊息,簽訂,4,5,5.5145,0.1163
342,網傳俄烏2月23日簽訂停戰協議是虛構訊息,2月,8,96,2.7316,0.1153
343,網傳全聯贈送3千元禮券是釣魚網頁,全聯,15,4,5.6968,0.5628
343,網傳全聯贈送3千元禮券是釣魚網頁,網頁,17,59,3.2119,0.3596
343,網傳全聯贈送3千元禮券是釣魚網頁,禮券,9,3,5.92,0.3509
343,網傳全聯贈送3千元禮券是釣魚網頁,詐騙,15,124,2.478,0.2448
343,網傳全聯贈送3千元禮券是釣魚網頁,運費,4,4,5.6968,0.1501
343,網傳全聯贈送3千元禮券是釣魚網頁,輸入,6,33,3.7799,0.1494
343,網傳全聯贈送3千元禮券是釣魚網頁,贈送,4,5,5.5145,0.1453
343,網傳全聯贈送3千元禮券是釣魚網頁,釣魚,4,13,4.6672,0.1229
343,網傳全聯贈送3千元禮券是釣魚網頁,支付,4,23,4.1282,0.1087
343,網傳全聯贈送3千元禮券是釣魚網頁,郵件,4,28,3.939,0.1038
344,網傳兩張紅色倖存屋子圖片皆非洛杉磯野火畫面,圖片,18,91,2.7845,0.3173
344,網傳兩張紅色倖存屋子圖片皆非洛杉磯野火畫面,野火,9,6,5.3604,0.3054
344,網傳兩張紅色倖存屋子圖片皆非洛杉磯野火畫面,洛杉磯,9,8,5.1091,0.2911
344,網傳兩張紅色倖存屋子圖片皆非洛杉磯野火畫面,房子,7,5,5.5145,0.2444
344,網傳兩張紅色倖存屋子圖片皆非洛杉磯野火畫面,夏威夷,6,3,5.92,0.2249
344,網傳兩張紅色倖存屋子圖片皆非洛杉磯野火畫面,屋主,5,1,6.6131,0.2094
344,網傳兩張紅色倖存屋子圖片皆非洛杉磯野火畫面,偵測,9,44,3.4996,0.1994
344,網傳兩張紅色倖存屋子圖片皆非洛杉磯野火畫面,大火,6,9,5.0037,0.1901
344,網傳兩張紅色倖存屋子圖片皆非洛杉磯野火畫面,火災,5,10,4.9084,0.1554
344,網傳兩張紅色倖存屋子圖片皆非洛杉磯野火畫面,房屋,5,14,4.5982,0.1456
345,網傳加LINE就可以獲得黃仁勳贈書是詐騙,黃仁勳,13,7,5.2268,0.5559
345,網傳加LINE就可以獲得黃仁勳贈書是詐騙,line,11,44,3.4996,0.3149
345,網傳加LINE就可以獲得黃仁勳贈書是詐騙,輝達,7,7,5.2268,0.2993
345,網傳加LINE就可以獲得黃仁勳贈書是詐騙,名人,6,13,4.6672,0.2291
345,網傳加LINE就可以獲得黃仁勳贈書是詐騙,投資,6,34,3.7509,0.1841
345,網傳加LINE就可以獲得黃仁勳贈書是詐騙,詐騙,9,124,2.478,0.1824
345,網傳加LINE就可以獲得黃仁勳贈書是詐騙,執行長,5,22,4.1708,0.1706
345,網傳加LINE就可以獲得黃仁勳贈書是詐騙,帳號,9,170,2.1646,0.1594
345,網傳加LINE就可以獲得黃仁勳贈書是詐騙,獲得,6,58,3.2287,0.1585
345,網傳加LINE就可以獲得黃仁勳贈書是詐騙,假冒,5,44,3.4996,0.1431
346,網傳加LINE領取台中海洋館限時免費入園是詐騙訊息,海洋館,13,1,6.6131,0.4935
346,網傳加LINE領取台中海洋館限時免費入園是詐騙訊息,台中,14,16,4.4731,0.3594
346,網傳加LINE領取台中海洋館限時免費入園是詐騙訊息,免費,12,24,4.0874,0.2815
346,網傳加LINE領取台中海洋館限時免費入園是詐騙訊息,入園,7,1,6.6131,0.2657
346,網傳加LINE領取台中海洋館限時免費入園是詐騙訊息,限時,8,11,4.8214,0.2214
346,網傳加LINE領取台中海洋館限時免費入園是詐騙訊息,line,11,44,3.4996,0.221
346,網傳加LINE領取台中海洋館限時免費入園是詐騙訊息,詐騙,12,124,2.478,0.1707
346,網傳加LINE領取台中海洋館限時免費入園是詐騙訊息,領取,5,22,4.1708,0.1197
346,網傳加LINE領取台中海洋館限時免費入園是詐騙訊息,觀光,4,8,5.1091,0.1173
346,網傳加LINE領取台中海洋館限時免費入園是詐騙訊息,優惠,4,9,5.0037,0.1149
347,網傳加州大火倖存教堂照片是AI生成,教堂,10,3,5.92,0.4356
347,網傳加州大火倖存教堂照片是AI生成,加州,11,13,4.6672,0.3778
347,網傳加州大火倖存教堂照片是AI生成,斷崖,7,2,6.2077,0.3197
347,網傳加州大火倖存教堂照片是AI生成,太平洋,8,10,4.9084,0.2889
347,網傳加州大火倖存教堂照片是AI生成,洛杉磯,7,8,5.1091,0.2632
347,網傳加州大火倖存教堂照片是AI生成,野火,6,6,5.3604,0.2367
347,網傳加州大火倖存教堂照片是AI生成,大火,6,9,5.0037,0.2209
347,網傳加州大火倖存教堂照片是AI生成,照片,9,90,2.7954,0.1851
347,網傳加州大火倖存教堂照片是AI生成,火勢,4,7,5.2268,0.1538
347,網傳加州大火倖存教堂照片是AI生成,pacific,3,1,6.6131,0.146
348,網傳加州野火影片不是真的，是AI生成畫面,野火,15,6,5.3604,0.5551
348,網傳加州野火影片不是真的，是AI生成畫面,洛杉磯,12,8,5.1091,0.4233
348,網傳加州野火影片不是真的，是AI生成畫面,加州,9,13,4.6672,0.29
348,網傳加州野火影片不是真的，是AI生成畫面,大火,8,9,5.0037,0.2764
348,網傳加州野火影片不是真的，是AI生成畫面,控制率,4,1,6.6131,0.1826
348,網傳加州野火影片不是真的，是AI生成畫面,畫面,12,205,1.9784,0.1639
348,網傳加州野火影片不是真的，是AI生成畫面,ai,7,108,2.6149,0.1264
348,網傳加州野火影片不是真的，是AI生成畫面,真實,7,158,2.2374,0.1081
348,網傳加州野火影片不是真的，是AI生成畫面,時報,3,12,4.7413,0.0982
348,網傳加州野火影片不是真的，是AI生成畫面,燃燒,3,12,4.7413,0.0982
349,網傳北京故宮暴雨出現「千龍吐水」，為AI生成圖片,故宮,18,1,6.6131,0.4903
349,網傳北京故宮暴雨出現「千龍吐水」，為AI生成圖片,北京,23,11,4.8214,0.4568
349,網傳北京故宮暴雨出現「千龍吐水」，為AI生成圖片,排水,14,2,6.2077,0.358
349,網傳北京故宮暴雨出現「千龍吐水」，為AI生成圖片,龍頭,9,1,6.6131,0.2452
349,網傳北京故宮暴雨出現「千龍吐水」，為AI生成圖片,圖片,18,91,2.7845,0.2065
349,網傳北京故宮暴雨出現「千龍吐水」，為AI生成圖片,太和殿,7,1,6.6131,0.1907
349,網傳北京故宮暴雨出現「千龍吐水」，為AI生成圖片,紫禁城,7,1,6.6131,0.1907
349,網傳北京故宮暴雨出現「千龍吐水」，為AI生成圖片,積水,9,10,4.9084,0.182
349,網傳北京故宮暴雨出現「千龍吐水」，為AI生成圖片,暴雨,6,7,5.2268,0.1292
349,網傳北京故宮暴雨出現「千龍吐水」，為AI生成圖片,千龍,4,1,6.6131,0.109
350,網傳印巴開戰畫面實為伊朗攻擊以軍基地影像,伊朗,10,16,4.4731,0.3996
350,網傳印巴開戰畫面實為伊朗攻擊以軍基地影像,印巴,7,6,5.3604,0.3352
350,網傳印巴開戰畫面實為伊朗攻擊以軍基地影像,以色列,9,23,4.1282,0.3319
350,網傳印巴開戰畫面實為伊朗攻擊以軍基地影像,基地,7,13,4.6672,0.2919
350,網傳印巴開戰畫面實為伊朗攻擊以軍基地影像,巴基斯坦,5,10,4.9084,0.2193
350,網傳印巴開戰畫面實為伊朗攻擊以軍基地影像,畫面,10,205,1.9784,0.1767
350,網傳印巴開戰畫面實為伊朗攻擊以軍基地影像,印度,5,28,3.939,0.1759
350,網傳印巴開戰畫面實為伊朗攻擊以軍基地影像,轟炸,4,10,4.9084,0.1754
350,網傳印巴開戰畫面實為伊朗攻擊以軍基地影像,軍事,6,56,3.2632,0.1749
350,網傳印巴開戰畫面實為伊朗攻擊以軍基地影像,戰火,3,5,5.5145,0.1478
351,網傳參加大甲媽祖遶境中獎訊息是詐騙連結,line,19,44,3.4996,0.3848
351,網傳參加大甲媽祖遶境中獎訊息是詐騙連結,連結,20,112,2.5789,0.2985
